Company,Country,Director,Genre,Title,Runtime,Writer,Year
Warner Bros.,USA,Michael Tollin,Comedy,SummerCatch,108,Kevin Falls,2001
Fine Line Features,USA,Alan Cumming,Comedy,TheAnniversaryParty,115,Jennifer Jason Leigh,2001
Bandai Visual Company,Japan,Shinichir� Watanabe,Animation,CowboyBebopTheMovie,115,Marc Handler,2001
Regency Enterprises,USA,Tom Green,Comedy,FreddyGotFingered,87,Tom Green,2001
Paramount Pictures,UK,Barry Skolnick,Comedy,MeanMachine,99,Tracy Keenan Wynn,2001
New Line Cinema,USA,Francine McDougall,Comedy,SugarSpice,81,Mandy Nelson,2001
Twentieth Century Fox Film Corporation,USA,Henry Selick,Animation,Monkeybone,93,Kaja Blackley,2001
Paramount Pictures,USA,Brian Robbins,Drama,Hardball,106,Daniel Coyle,2001
Columbia Pictures Corporation,USA,John Boorman,Comedy,TheTailorofPanama,109,John le Carr�,2001
Paramount Pictures,USA,Harold Becker,Crime,DomesticDisturbance,89,Lewis Colick,2001
Franchise Pictures,USA,Renny Harlin,Action,Driven,116,Jan Skrentny,2001
Universal Pictures,UK,John Madden,Drama,CaptainCorellisMandolin,131,Shawn Slovo,2001
Killer Films,USA,John Cameron Mitchell,Comedy,HedwigandtheAngryInch,95,John Cameron Mitchell,2001
FilmFour,UK,Gregor Jordan,Comedy,BuffaloSoldiers,98,Robert O'Connor,2001
Revolution Studios,USA,Luke Greenfield,Comedy,TheAnimal,84,Tom Brady,2001
Universal Pictures,USA,Mark Waters,Comedy,HeadOverHeels,86,John J. Strauss,2001
Twentieth Century Fox Film Corporation,USA,Gil Junger,Adventure,BlackKnight,95,Darryl Quarles,2001
Artisan Entertainment,USA,Wayne Wang,Drama,TheCenteroftheWorld,88,Wayne Wang,2001
New Line Cinema,USA,Brian Koppelman,Crime,KnockaroundGuys,92,Brian Koppelman,2001
No� Productions,France,Danis Tanovic,Drama,Tierradenadie,98,Danis Tanovic,2001
Franchise Pictures,USA,Demian Lichtenstein,Action,3000MilestoGraceland,125,Richard Recco,2001
British Broadcasting Corporation (BBC),UK,Richard Eyre,Biography,Iris,91,John Bayley,2001
Warner Bros.,USA,Andrzej Bartkowiak,Action,ExitWounds,101,Ed Horowitz,2001
October Films,USA,Harald Zwart,Comedy,OneNightatMcCools,93,Stan Seidel,2001
Miramax,USA,Lasse Hallstr�m,Drama,TheShippingNews,111,Annie Proulx,2001
Daiei Eiga,Japan,Kiyoshi Kurosawa,Horror,Pulse,118,Kiyoshi Kurosawa,2001
Metro-Goldwyn-Mayer (MGM),USA,Peter Howitt,Action,Antitrust,105,Howard Franklin,2001
Franchise Pictures,USA,Luis Mandoki,Drama,AngelEyes,102,Gerald Di Pego,2001
Film Council,UK,John McKay,Comedy,Crush,108,John McKay,2001
Walt Disney Pictures,USA,Tim Hill,Comedy,MaxKeeblesBigMove,86,David L. Watts,2001
3 Arts Entertainment,Germany,Chris Weitz,Comedy,EstrenandoCuerpo,87,Elaine May,2001
Alter Ego Entertainment,USA,Michael Cuesta,Crime,LIE,97,Stephen M. Ryder,2001
Dharma Productions,India,Karan Johar,Drama,KabhiKhushiKabhieGham,210,Karan Johar,2001
New Line Cinema,USA,Peter Chelsom,Comedy,TownCountry,104,Michael Laughlin,2001
Morgan Creek Productions,USA,Les Mayfield,Action,AmericanOutlaws,94,Roderick Taylor,2001
Dimension Films,USA,Gary Fleder,Drama,Impostor,95,Philip K. Dick,2001
Fine Line Features,France,Michel Gondry,Comedy,HumanNature,96,Charlie Kaufman,2001
Metro-Goldwyn-Mayer (MGM),USA,Sam Weisman,Comedy,WhatstheWorstThatCouldHappen,94,Donald E. Westlake,2001
Greisman Productions,USA,Steve Miner,Action,TexasRangers,90,George Durham,2001
Revolution Studios,USA,Gregory Poirier,Comedy,Tomcats,95,Gregory Poirier,2001
FilmFour,UK,Jez Butterworth,Comedy,BirthdayGirl,93,Tom Butterworth,2001
IFC Productions,India,Mira Nair,Comedy,MonsoonWedding,114,Sabrina Dhawan,2001
Arte France Cin�ma,France,Claire Denis,Horror,Sangrecanbal,101,Claire Denis,2001
DreamWorks,USA,Woody Allen,Comedy,TheCurseoftheJadeScorpion,103,Woody Allen,2001
Fox Searchlight Pictures,USA,Charles Herman-Wurmfeld,Comedy,KissingJessicaStein,97,Heather Juergensen,2001
Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,DrDolittle2,87,Hugh Lofting,2001
Detour Filmproduction,USA,Richard Linklater,Drama,Tape,86,Stephen Belber,2001
Artisan Entertainment,USA,Jon Favreau,Comedy,Made,95,Jon Favreau,2001
Gaumont,France,Jean-Marie Poir�,Comedy,JustVisiting,88,Jean-Marie Poir�,2001
Twentieth Century Fox Film Corporation,USA,Vondie Curtis-Hall,Drama,Glitter,104,Cheryl L. West,2001
Bandai Visual Company,Japan,Satoshi Kon,Animation,MillenniumActress,87,Satoshi Kon,2001
Arte France Cin�ma,France,Catherine Breillat,Drama,FatGirl,100,Catherine Breillat,2001
MDP Worldwide,Germany,Peter Hyams,Action,Elmosquetero,104,Alexandre Dumas,2001
Blow Up Pictures,USA,Nicole Holofcener,Comedy,LovelyAmazing,91,Nicole Holofcener,2001
Stonelock Pictures,USA,Jill Sprecher,Drama,ThirteenConversationsAboutOneThing,104,Karen Sprecher,2001
Goatsingers, The,,USA,Tim Blake Nelson,Drama,TheGreyZone,108,Miklos Nyiszli,2001
3Mark Entertainment,USA,Mitch Davis,Adventure,TheOtherSideofHeaven,113,Mitch Davis,2001
Twentieth Century Fox Film Corporation,USA,J.B. Rogers,Comedy,SayItIsntSo,95,Peter Gaulke,2001
Fireworks Pictures,USA,�va G�rdos,Drama,AnAmericanRhapsody,106,�va G�rdos,2001
New Line Cinema,USA,Ernest R. Dickerson,Crime,Bones,96,Adam Simon,2001
New Line Cinema,USA,Todd Solondz,Comedy,Storytelling,87,Todd Solondz,2001
Warner Bros.,USA,John Whitesell,Action,SeeSpotRun,94,George Gallo,2001
Screen Gems,USA,Gary Hardwick,Comedy,TheBrothers,106,Gary Hardwick,2001
Excel Entertainment,India,Farhan Akhtar,Comedy,DilChahtaHai,183,Kassim Jagmagia,2001
Lions Gate Films,USA,DJ Pooh,Comedy,TheWash,100,DJ Pooh,2001
i5 Films,USA,Scott McGehee,Crime,TheDeepEnd,101,Elisabeth Sanxay Holding,2001
Ecosse Films,UK,Gillian Armstrong,Drama,CharlotteGray,121,Sebastian Faulks,2001
Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Argentina,Juan Jos� Campanella,Comedy,SonoftheBride,123,Juan Jos� Campanella,2001
Screen Gems,USA,J.S. Cardone,Horror,TheForsaken,90,J.S. Cardone,2001
4k Films,Argentina,Lucrecia Martel,Comedy,LaCinaga,103,Lucrecia Martel,2001
Fireworks Pictures,UK,Sandra Goldbacher,Drama,MeWithoutYou,94,Sandra Goldbacher,2001
Touchstone Pictures,USA,Rob Pritts,Comedy,CorkyRomano,86,David Garrett,2001
Manic LLC,USA,Jordan Melamed,Drama,Manic,100,Michael Bacall,2001
Alcon Entertainment,USA,Charles Shyer,Drama,TheAffairoftheNecklace,100,John Sweet,2001
Disney Television Animation,USA,Chuck Sheetz,Animation,RecessSchoolsOut,82,Paul Germain,2001
Alma UK Limited,UK,Bruce Beresford,Biography,BrideoftheWind,100,Marilyn Levy,2001
Fox 2000 Pictures,USA,John Pasquin,Comedy,JoeSomebody,98,John Scott Shepherd,2001
Canal+,France,Jacques Audiard,Crime,ReadMyLips,115,Jacques Audiard,2001
Lions Gate Films,UK,Peter Bogdanovich,Drama,TheCatsMeow,114,Steven Peros,2001
Lost Soul Productions,USA,Stephen Carpenter,Drama,SoulSurvivors,84,Stephen Carpenter,2001
United Artists,USA,Roman Coppola,Drama,CQ,88,Roman Coppola,2001
MBP (Germany),Australia,Ray Lawrence,Drama,Parejasenconflicto,121,Andrew Bovell,2001
Allegro Film,Austria,Ulrich Seidl,Drama,DogDays,121,Veronika Franz,2001
IMF Internationale Medien und Film GmbH & Co. Produktions KG,USA,Paddy Breathnach,Comedy,BlowDry,94,Simon Beaufoy,2001
Samuel Goldwyn Films,USA,Maria Ripoll,Comedy,TortillaSoup,102,Hui-Ling Wang,2001
Werner Herzog Filmproduktion,UK,Werner Herzog,Drama,Invincible,133,Werner Herzog,2001
Arclightz and Films Pvt. Ltd.,India,Santosh Sivan,Action,AshokatheGreat,169,Saket Chaudhary,2001
Screen Gems,USA,Mark Brown,Comedy,TwoCanPlayThatGame,90,Mark Brown,2001
Arte,Germany,Sandra Nettelbeck,Comedy,MostlyMartha,109,Sandra Nettelbeck,2001
EuropaCorp,France,G�rard Krawczyk,Action,Wasabi,94,Luc Besson,2001
Bates Entertainment,USA,Doug McHenry,Comedy,KingdomCome,94,David Dean Bottrell,2001
Sacher Film,Italy,Nanni Moretti,Drama,TheSonsRoom,99,Nanni Moretti,2001
Universal Pictures,USA,Kasi Lemmons,Crime,TheCavemansValentine,105,George Dawes Green,2001
Canal+ Espa�a,Spain,Juan Carlos Fresnadillo,Drama,Intacto,108,Juan Carlos Fresnadillo,2001
A Happy Place,USA,Eric Bross,Comedy,OntheLine,85,Eric Aronson,2001
Columbia TriStar Home Video,USA,Blair Treu,Comedy,LittleSecrets,96,Jessica Barondes,2001
Aboriginal Peoples Television Network,Canada,Zacharias Kunuk,Drama,AtanarjuatTheFastRunner,172,Paul Apak Angilirq,2001
Renaissance Films,UK,Rose Troche,Drama,TheSafetyofObjects,121,A.M. Homes,2001
Bavaria Film,Germany,Caroline Link,Biography,Enalgnlugardefrica,141,Caroline Link,2001
Miramax,USA,Martin Scorsese,Crime,GangsofNewYork,167,Jay Cocks,2002
1492 Pictures,UK,Chris Columbus,Adventure,HarryPotterandtheChamberofSecrets,161,J.K. Rowling,2002
Columbia Pictures Corporation,USA,Sam Raimi,Action,SpiderMan,121,Stan Lee,2002
DreamWorks,USA,Steven Spielberg,Biography,CatchMeIfYouCan,141,Jeff Nathanson,2002
O2 Filmes,Brazil,Fernando Meirelles,Crime,CityofGod,130,Paulo Lins,2002
R.P. Productions,France,Roman Polanski,Biography,ThePianist,150,Ronald Harwood,2002
Warner Bros.,USA,Adam Shankman,Drama,AWalktoRemember,101,Nicholas Sparks,2002
120 Films,France,Gaspar No�,Crime,Irreversible,97,Gaspar No�,2002
Miramax,USA,Rob Marshall,Comedy,Chicago,113,Bill Condon,2002
DNA Films,UK,Danny Boyle,Drama,28DaysLater,113,Alex Garland,2002
New Line Cinema,USA,Peter Jackson,Adventure,TheLordoftheRingsTheTwoTowers,179,J.R.R. Tolkien,2002
DreamWorks,USA,Gore Verbinski,Horror,TheRing,115,Ehren Kruger,2002
Imagine Entertainment,USA,Curtis Hanson,Drama,8Mile,110,Scott Silver,2002
Warner Bros.,USA,Raja Gosnell,Animation,ScoobyDoo,100,James Gunn,2002
Fox 2000 Pictures,USA,Adrian Lyne,Drama,Unfaithful,124,Claude Chabrol,2002
Twentieth Century Fox Film Corporation,USA,Steven Spielberg,Action,MinorityReport,145,Philip K. Dick,2002
Slough Pond,USA,Steven Shainberg,Comedy,Secretary,107,Erin Cressida Wilson,2002
Universal Pictures,USA,Doug Liman,Action,TheBourneIdentity,119,Tony Gilroy,2002
Touchstone Pictures,UK,Kevin Reynolds,Action,TheCountofMonteCristo,131,Alexandre Dumas,2002
DreamWorks,USA,Sam Mendes,Crime,RoadtoPerdition,117,Max Allan Collins,2002
Touchstone Pictures,USA,Andy Tennant,Comedy,SweetHomeAlabama,108,Douglas J. Eboch,2002
Lucasfilm,USA,George Lucas,Action,StarWarsEpisodeIIAttackoftheClones,142,George Lucas,2002
Icon Entertainment International,USA,Randall Wallace,Action,WeWereSoldiers,138,Harold G. Moore,2002
Columbia Pictures Corporation,USA,David Fincher,Crime,PanicRoom,112,David Koepp,2002
Alcon Entertainment,USA,Christopher Nolan,Drama,Insomnia,118,Hillary Seitz,2002
Paramount Pictures,USA,Stephen Daldry,Drama,TheHours,110,Michael Cunningham,2002
Universal Pictures,Germany,Brett Ratner,Crime,Dragnrojo,124,Thomas Harris,2002
Constantin Film,UK,Paul W.S. Anderson,Action,ResidentEvil,100,Paul W.S. Anderson,2002
Dimension Films,USA,Kurt Wimmer,Action,Equilibrium,107,Kurt Wimmer,2002
Eon Productions,UK,Lee Tamahori,Action,DieAnotherDay,133,Ian Fleming,2002
Columbia Pictures Corporation,USA,Barry Sonnenfeld,Action,MeninBlackII,88,Lowell Cunningham,2002
Touchstone Pictures,USA,M. Night Shyamalan,Drama,Signs,106,M. Night Shyamalan,2002
Beverly Detroit,USA,Spike Jonze,Comedy,Adaptation,114,Susan Orlean,2002
New Line Cinema,Germany,Guillermo del Toro,Action,BladeII,117,Marv Wolfman,2002
Gold Circle Films,Canada,Joel Zwick,Comedy,Casarseestengriego,95,Nia Vardalos,2002
Paramount Pictures,USA,Stuart Baird,Action,StarTrekNemesis,116,Gene Roddenberry,2002
Twentieth Century Fox Film Corporation,USA,Chris Wedge,Animation,IceAge,81,Michael J. Wilson,2002
Revolution Studios,USA,Rob Cohen,Action,xXx,124,Rich Wilkes,2002
Touchstone Pictures,USA,Tom Brady,Comedy,TheHotChick,104,Tom Brady,2002
Walt Disney Pictures,USA,Dean DeBlois,Animation,LiloStitch,85,Chris Sanders,2002
New Line Cinema,USA,Jay Roach,Action,AustinPowersinGoldmember,94,Mike Myers,2002
Kintop Pictures,UK,Gurinder Chadha,Comedy,BendItLikeBeckham,112,Gurinder Chadha,2002
Fox 2000 Pictures,USA,Joel Schumacher,Crime,PhoneBooth,81,Larry Cohen,2002
Handprint Entertainment,USA,Julie Taymor,Biography,Frida,123,Hayden Herrera,2002
Paramount Pictures,USA,Jake Kasdan,Comedy,OrangeCounty,82,Mike White,2002
Walt Disney Feature Animation,USA,Ron Clements,Animation,TreasurePlanet,95,Robert Louis Stevenson,2002
First Light Production,UK,Kathryn Bigelow,Drama,K19TheWidowmaker,138,Louis Nowra,2002
Myriad Pictures,Germany,Walt Becker,Comedy,VanWilderPartyLiaison,92,Brent Goldberg,2002
Spyglass Entertainment,USA,Rob Bowman,Action,ReignofFire,101,Gregg Chabot,2002
Universal Pictures,USA,Chuck Russell,Action,TheScorpionKing,92,Stephen Sommers,2002
New Line Cinema,USA,Paul Thomas Anderson,Comedy,PunchDrunkLove,95,Paul Thomas Anderson,2002
Warner Bros.,USA,Steve Beck,Horror,GhostShip,91,Mark Hanlon,2002
Columbia Pictures Corporation,USA,Roger Kumble,Comedy,TheSweetestThing,88,Nancy Pimental,2002
Twentieth Century Fox Film Corporation,USA,Steven Soderbergh,Drama,Solaris,99,Stanislaw Lem,2002
EuropaCorp,France,Louis Leterrier,Action,TheTransporter,92,Luc Besson,2002
Universal Pictures,UK,Chris Weitz,Comedy,AboutaBoy,101,Nick Hornby,2002
Regency Enterprises,USA,Stephen Herek,Comedy,LifeorSomethingLikeIt,103,John Scott Shepherd,2002
Beijing New Picture Film Co.,China,Yimou Zhang,Action,Hero,107,Feng Li,2002
Media Asia Films,Hong Kong,Wai-Keung Lau,Crime,InfernalAffairs,101,Alan Mak,2002
Warner Bros.,USA,Michael Rymer,Drama,QueenoftheDamned,101,Anne Rice,2002
Lakeshore Entertainment,USA,Mark Pellington,Drama,TheMothmanProphecies,119,Richard Hatem,2002
Castle Rock Entertainment,USA,Marc Lawrence,Comedy,TwoWeeksNotice,101,Marc Lawrence,2002
Columbia Pictures Corporation,USA,Michael Apted,Crime,Enough,115,Nicholas Kazan,2002
Flan de Coco Films,USA,Miguel Arteta,Drama,TheGoodGirl,93,Mike White,2002
25th Hour Productions,USA,Spike Lee,Drama,25thHour,135,David Benioff,2002
Tonic Films,USA,Eli Roth,Comedy,CabinFever,93,Eli Roth,2002
DreamWorks Animation,USA,Kelly Asbury,Animation,SpiritStallionoftheCimarron,83,John Fusco,2002
Warner Bros.,USA,Simon Wells,Action,TheTimeMachine,96,H.G. Wells,2002
Dimension Films,USA,Rick Rosenthal,Comedy,HalloweenResurrection,94,Debra Hill,2002
Universal Pictures,USA,John Stockwell,Drama,BlueCrush,104,Susan Orlean,2002
Metro-Goldwyn-Mayer (MGM),USA,John Woo,Action,Windtalkers,134,John Rice,2002
Warner Bros.,USA,Andrew Davis,Action,CollateralDamage,108,Ronald Roose,2002
Columbia Pictures Corporation,USA,Steven Brill,Comedy,MrDeeds,96,Clarence Budington Kelland,2002
Paramount Pictures,USA,Phil Alden Robinson,Action,TheSumofAllFears,124,Tom Clancy,2002
Revolution Studios,USA,Wayne Wang,Comedy,MaidinManhattan,105,John Hughes,2002
New Line Cinema,USA,Nick Cassavetes,Crime,JohnQ,116,James Kearns,2002
Kingsgate Films,Germany,Roger Avary,Comedy,TheRulesofAttraction,110,Bret Easton Ellis,2002
Deseo, El,,Spain,Pedro Almod�var,Drama,TalktoHer,112,Pedro Almod�var,2002
Touchstone Pictures,USA,Joel Schumacher,Action,BadCompany,116,Gary M. Goodman,2002
Twentieth Century Fox Film Corporation,USA,Carl Franklin,Crime,HighCrimes,115,Joseph Finder,2002
Canal+,France,Alain Chabat,Adventure,AsterixandObelixMeetCleopatra,107,Ren� Goscinny,2002
Walt Disney Pictures,USA,Jay Russell,Drama,TuckEverlasting,90,Natalie Babbitt,2002
Dimension Films,USA,Robert Rodriguez,Action,SpyKids2IslandofLostDreams,100,Robert Rodriguez,2002
Touchstone Pictures,USA,Brad Silberling,Drama,MoonlightMile,112,Brad Silberling,2002
Odeon Films,Canada,David Cronenberg,Drama,Spider,98,Patrick McGrath,2002
Miramax,USA,George Clooney,Biography,ConfessionsofaDangerousMind,113,Chuck Barris,2002
New Line Cinema,USA,Alexander Payne,Comedy,AboutSchmidt,125,Louis Begley,2002
Warner Bros.,USA,Barbet Schroeder,Crime,MurderbyNumbers,115,Tony Gayton,2002
Focus Features,USA,Todd Haynes,Drama,FarfromHeaven,107,Todd Haynes,2002
Happy Madison Productions,USA,Seth Kearsley,Animation,EightCrazyNights,76,Brooks Arthur,2002
Avery Pix,USA,Marcus Raboy,Comedy,FridayAfterNext,85,Ice Cube,2002
Fuzzy Bunny Films (I),USA,Tamra Davis,Comedy,Crossroads,93,Shonda Rhimes,2002
Fox Searchlight Pictures,USA,Mark Romanek,Drama,OneHourPhoto,96,Mark Romanek,2002
Warner Bros.,USA,Ellory Elkayem,Action,EightLeggedFreaks,99,Ellory Elkayem,2002
Miramax,USA,Michael Lehmann,Comedy,40Daysand40Nights,96,Rob Perez,2002
CJ Entertainment,South Korea,Chan-wook Park,Crime,SympathyforMrVengeance,129,Jae-sun Lee,2002
Paramount Pictures,USA,Shawn Levy,Adventure,BigFatLiar,88,Dan Schneider,2002
United Artists Film Corporation,UK,Douglas McGrath,Drama,NicholasNickleby,132,Charles Dickens,2002
Blue Train Productions,USA,Kevin Donovan,Action,TheTuxedo,98,Phil Hay,2002
New Line Cinema,USA,Andrew Niccol,Comedy,S1m0ne,117,Andrew Niccol,2002
Columbia Pictures,USA,Luis Mandoki,Action,Trapped,106,Greg Iles,2002
Revolution Studios,USA,Ed Decter,Comedy,TheNewGuy,88,David Kendall,2002
2 Loop Films,USA,Lucky McKee,Drama,May,93,Lucky McKee,2002
Muse Productions,USA,Jonas �kerlund,Comedy,Spun,101,Will De Los Santos,2002
98 MPH Productions,USA,John Lee Hancock,Drama,TheRookie,127,Mike Rich,2002
Screen Gems,UK,Guy Ritchie,Comedy,SweptAway,89,Guy Ritchie,2002
Motion Picture Corporation of America (MPCA),USA,Mort Nathan,Comedy,BoatTrip,94,Mort Nathan,2002
Amen Ra Films,USA,Walter Hill,Action,Undisputed,100,David Giler,2002
Twentieth Century Fox Film Corporation,USA,Steve Oedekerk,Action,KungPowEntertheFist,81,Steve Oedekerk,2002
Warner Bros.,USA,Peter Kosminsky,Drama,WhiteOleander,109,Janet Fitch,2002
Quinta Communications,France,Brian De Palma,Crime,Mujerfatal,114,Brian De Palma,2002
Alphaville Films,USA,Ron Shelton,Action,DarkBlue,118,James Ellroy,2002
Walt Disney Pictures,USA,Michael Lembeck,Comedy,TheSantaClause2,104,Don Rhymer,2002
Paramount Pictures,USA,Roger Michell,Drama,ChangingLanes,98,Chap Taylor,2002
Dimension Films,USA,Charles Stone III,Action,PaidinFull,97,Azie Faison Jr.,2002
Dimension Films,USA,David Twohy,Horror,Below,105,Lucas Sussman,2002
Paramount Pictures,USA,Jonathan Frakes,Action,Clockstoppers,94,Rob Hedden,2002
Touchstone Pictures,USA,Barry Sonnenfeld,Comedy,BigTrouble,85,Dave Barry,2002
DreamWorks,USA,Woody Allen,Comedy,HollywoodEnding,112,Woody Allen,2002
Walt Disney Pictures,Canada,Brian Levant,Adventure,SnowDogs,99,Jim Kouf,2002
Twentieth Century Fox Film Corporation,USA,John Polson,Drama,Swimfan,85,Charles F. Bohl,2002
Fox 2000 Pictures,USA,Charles Stone III,Comedy,Drumline,118,Shawn Schepps,2002
South Pacific Pictures,New Zealand,Niki Caro,Drama,Laleyendadelasballenas,101,Niki Caro,2002
Malpaso Productions,USA,Clint Eastwood,Action,BloodWork,110,Michael Connelly,2002
Paramount Pictures,UK,Shekhar Kapur,Adventure,TheFourFeathers,132,A.E.W. Mason,2002
Metro-Goldwyn-Mayer (MGM),USA,Tim Story,Comedy,Barbershop,102,Mark Brown,2002
Twentieth Century Fox Film Corporation,USA,John Schultz,Comedy,LikeMike,99,Michael Elliot,2002
Centre National de la Cin�matographie (CNC),France,Jean-Claude Brisseau,Comedy,SecretThings,115,Jean-Claude Brisseau,2002
Revolution Films,UK,Michael Winterbottom,Biography,24HourPartyPeople,117,Frank Cottrell Boyce,2002
Material,USA,Tom Dey,Action,Showtime,95,Jorge Saralegui,2002
Columbia Pictures Corporation,USA,Betty Thomas,Action,ISpy,97,Morton S. Fine,2002
Castle Rock Entertainment,USA,D.J. Caruso,Crime,TheSaltonSea,103,Tony Gayton,2002
Revolution Studios,USA,Perry Andelin Blake,Adventure,TheMasterofDisguise,80,Dana Carvey,2002
Miramax,UK,Oliver Parker,Comedy,TheImportanceofBeingEarnest,97,Oscar Wilde,2002
Cheyenne Enterprises,USA,Gregory Hoblit,Drama,HartsWar,125,John Katzenbach,2002
Silver Sphere Corporation,USA,Don Coscarelli,Comedy,BubbaHoTep,92,Joe R. Lansdale,2002
Pioneer LDC,Japan,Takashi Shimizu,Horror,JuonTheGrudge,92,Takashi Shimizu,2002
Universal Pictures,USA,Malcolm D. Lee,Action,UndercoverBrother,86,John Ridley,2002
Memfis Film,Sweden,Lukas Moodysson,Crime,Lilya4Ever,109,Lukas Moodysson,2002
BBC Films,UK,Stephen Frears,Crime,DirtyPrettyThings,97,Steven Knight,2002
All Girl Productions,USA,Callie Khouri,Drama,DivineSecretsoftheYaYaSisterhood,116,Rebecca Wells,2002
Castle Rock Entertainment,USA,Ron Underwood,Comedy,TheAdventuresofPlutoNash,95,Neil Cuthbert,2002
Fox Searchlight Pictures,USA,Denzel Washington,Biography,AntwoneFisher,120,Antwone Fisher,2002
Columbia Pictures Corporation,USA,Rob Minkoff,Animation,StuartLittle2,77,E.B. White,2002
Paramount Pictures,USA,Joe Carnahan,Crime,Narc,105,Joe Carnahan,2002
Hell's Kitchen Films,Ireland,Jim Sheridan,Drama,Tierradesueos,105,Jim Sheridan,2002
Atlas Entertainment,USA,John McTiernan,Action,Rollerball,98,William Harrison,2002
Crossfire Sound & Pictures,USA,Jordan Brady,Comedy,WakingUpinReno,91,Brent Briscoe,2002
Universal Pictures,USA,Tom Shadyac,Drama,Dragonfly,104,Brandon Camp,2002
Warner Bros.,UK,Danny DeVito,Comedy,DeathtoSmoochy,109,Adam Resnick,2002
Kanzaman,UK,Paul McGuigan,Crime,TheReckoning,112,Barry Unsworth,2002
Blockbuster Films,USA,David Jacobson,Biography,Dahmer,101,David Jacobson,2002
FTM Productions,Germany,Reginald Hudlin,Comedy,ServingSara,100,Jay Scherick,2002
